epoch,train loss,train error,valid loss,valid error,test loss,test error
1,1.32778264799,64.4961240256,1.29838658262,61.5740740741,1.34260179413,66.5306124517
2,1.30412925392,64.7545219615,1.276559971,61.5740740741,1.31167416865,66.5306124517
